codice,descrizione,nd,nd1
85200,Istruzione primaria: scuole elementari,,
852000,Istruzione primaria: scuole elementari,,
853,ISTRUZIONE SECONDARIA,,
8531,Istruzione secondaria di formazione generale,,
85311,Istruzione secondaria di primo grado: scuole medie,,
853110,Istruzione secondaria di primo grado: scuole medie,,
85312,Istruzione secondaria di secondo grado di formazione generale: licei,,
853120,Istruzione secondaria di secondo grado di formazione generale: licei,,
8532,Istruzione secondaria tecnica e professionale,,
85320,"Istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica (istituti tecnici, professionali, artistici eccetera)",,
853201,Scuole di vela e navigazione che rilasciano brevetti o patenti commerciali,,
853202,Scuole di volo che rilasciano brevetti o patenti commerciali,,
853203,"Scuole di guida professionale per autisti, ad esempio di autocarri, di autobus e di pullman",,
853209,"Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica",,
854,ISTRUZIONE POST-SECONDARIA UNIVERSITARIA E NON UNIVERSITARIA,,
8541,Istruzione post-secondaria non universitaria,,
85410,Istruzione e formazione tecnica superiore (IFTS),,
854100,Istruzione e formazione tecnica superiore (IFTS),,
8542,Istruzione universitaria e post-universitaria; accademie e conservatori,,
85420,Istruzione universitaria e post-universitaria; accademie e conservatori,,
854200,Istruzione universitaria e post-universitaria; accademie e conservatori,,
855,ALTRI SERVIZI DI ISTRUZIONE,,
8551,Corsi sportivi e ricreativi,,
85510,Corsi sportivi e ricreativi,,
855100,Corsi sportivi e ricreativi,,
8552,Formazione culturale,,
85520,Formazione culturale,,
855201,Corsi di danza,,
855209,Altra formazione culturale,,
8553,Attività delle scuole guida,,
85530,"Autoscuole, scuole di pilotaggio e nautiche",,
855300,"Autoscuole, scuole di pilotaggio e nautiche",,
8559,Servizi di istruzione nca,,
85591,Università popolare,,
855910,Università popolare,,
85592,Corsi di formazione e corsi di aggiornamento professionale,,
855920,Corsi di formazione e corsi di aggiornamento professionale,,
85593,Scuole e corsi di lingua,,
855930,Scuole e corsi di lingua,,
85599,Altri servizi di istruzione nca,,
855990,Altri servizi di istruzione nca,,
856,ATTIVITÀ DI SUPPORTO ALL'ISTRUZIONE,,
8560,Attività di supporto all'istruzione,,
85600,Attività di supporto all'istruzione,,
856001,Consulenza scolastica e servizi di orientamento scolastico,,
856009,Altre attività di supporto all'istruzione,,
86,ASSISTENZA SANITARIA,,
861,SERVIZI OSPEDALIERI,,
8610,Servizi ospedalieri,,
86101,Ospedali e case di cura generici,,
861010,Ospedali e case di cura generici,,
86102,Ospedali e case di cura specialistici,,
861020,Ospedali e case di cura specialistici,,
86103,"Istituti, cliniche e policlinici universitari",,
861030,"Istituti, cliniche e policlinici universitari",,
86104,Ospedali e case di cura per lunga degenza,,
861040,Ospedali e case di cura per lunga degenza,,
862,SERVIZI DEGLI STUDI MEDICI E ODONTOIATRICI,,
8621,Servizi degli studi medici di medicina generale,,
86210,Servizi degli studi medici di medicina generale,,
862100,Servizi degli studi medici di medicina generale,,
8622,Servizi degli studi medici specialistici,,
86220,Studi medici specialistici e poliambulatori,,
862201,Prestazioni sanitarie svolte da chirurghi,,
862202,Ambulatori e poliambulatori del Servizio Sanitario Nazionale,,
862203,Attività dei centri di radioterapia,,
862204,Attività dei centri di dialisi,,
862205,Studi di omeopatia e di agopuntura,,
862206,Centri di medicina estetica,,
862209,Altri studi medici specialistici e poliambulatori,,
8623,Attività degli studi odontoiatrici,,
86230,Attività degli studi odontoiatrici,,
862300,Attività degli studi odontoiatrici,,
869,ALTRI SERVIZI DI ASSISTENZA SANITARIA,,
8690,Altri servizi di assistenza sanitaria,,
86901,"Laboratori di analisi cliniche, laboratori radiografici ed altri centri di diagnostica per immagini",,
869011,Laboratori radiografici,,
869012,Laboratori di analisi cliniche,,
869013,Laboratori di igiene e profilassi,,
86902,Attività paramediche indipendenti,,
869021,Fisioterapia,,
869029,Altre attività paramediche indipendenti nca,,
86903,Attività svolta da psicologi,,
869030,Attività svolta da psicologi,,
86904,"Servizi di ambulanza, delle banche del sangue, degli ambulatori tricologici e altri servizi sanitari nca",,
869041,Attività degli ambulatori tricologici,,
869042,"Servizi di ambulanza, delle banche del sangue e altri servizi sanitari nca",,
87,SERVIZI DI ASSISTENZA SOCIALE RESIDENZIALE,,
871,STRUTTURE DI ASSISTENZA INFERMIERISTICA RESIDENZIALE,,
8710,Strutture di assistenza infermieristica residenziale,,
87100,Strutture di assistenza infermieristica residenziale per anziani,,
871000,Strutture di assistenza infermieristica residenziale per anziani,,
872,"STRUTTURE DI ASSISTENZA RESIDENZIALE PER PERSONE AFFETTE DA RITARDI MENTALI, DISTURBI MENTALI O CHE ABUSANO DI SOSTANZE STUPEFACENTI",,
8720,"Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti",,
87200,"Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti",,
872000,"Strutture di assistenza residenziale per persone affette da ritardi mentali, disturbi mentali o che abusano di sostanze stupefacenti",,
873,STRUTTURE DI ASSISTENZA RESIDENZIALE PER ANZIANI E DISABILI,,
8730,Strutture di assistenza residenziale per anziani e disabili,,
87300,Strutture di assistenza residenziale per anziani e disabili,,
873000,Strutture di assistenza residenziale per anziani e disabili,,
879,ALTRE STRUTTURE DI ASSISTENZA SOCIALE RESIDENZIALE,,
8790,Altre strutture di assistenza sociale residenziale,,
87900,Altre strutture di assistenza sociale residenziale,,
879000,Altre strutture di assistenza sociale residenziale,,
88,ASSISTENZA SOCIALE NON RESIDENZIALE,,
881 ,ASSISTENZA SOCIALE NON RESIDENZIALE PER ANZIANI E DISABILI,,
8810,Assistenza sociale non residenziale per anziani e disabili,,
88100,Assistenza sociale non residenziale per anziani e disabili,,
881000,Assistenza sociale non residenziale per anziani e disabili,,
889,ALTRE ATTIVITÀ DI ASSISTENZA SOCIALE NON RESIDENZIALE,,
8891,Servizi di asili nido; assistenza diurna per minori disabili,,
88910,Servizi di asili nido; assistenza diurna per minori disabili,,
889100,Servizi di asili nido; assistenza diurna per minori disabili,,
8899,Altre attività di assistenza sociale non residenziale nca,,
88990,Altre attività di assistenza sociale non residenziale nca,,
889900,Altre attività di assistenza sociale non residenziale nca,,
90,"ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO",,
900,"ATTIVITÀ CREATIVE, ARTISTICHE E DI INTRATTENIMENTO",,
9001,Rappresentazioni artistiche,,
90010,Rappresentazioni artistiche,,
900101,Attività nel campo della recitazione,,
900109,Altre rappresentazioni artistiche,,
9002,Attività di supporto alle rappresentazioni artistiche,,
90020,Attività di supporto alle rappresentazioni artistiche,,
900201,Noleggio con operatore di strutture ed attrezzature per manifestazioni e spettacoli,,
900202,Attività nel campo della regia,,
900209,Altre attività di supporto alle rappresentazioni artistiche,,
9003,Creazioni artistiche e letterarie,,
90030,Creazioni artistiche e letterarie,,
900301,Attività dei giornalisti indipendenti,,
900302,Attività di conservazione e restauro di opere d'arte,,
900309,Altre creazioni artistiche e letterarie,,
9004,Gestione di strutture artistiche,,
90040,"Gestione di teatri, sale da concerto e altre strutture artistiche",,
900400,"Gestione di teatri, sale da concerto e altre strutture artistiche",,
91,"ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI",,
910,"ATTIVITÀ DI BIBLIOTECHE, ARCHIVI, MUSEI ED ALTRE ATTIVITÀ CULTURALI",,
9101,Attività di biblioteche ed archivi,,
91010,Attività di biblioteche ed archivi,,
910100,Attività di biblioteche ed archivi,,
9102,Attività di musei,,
91020,Attività di musei,,
910200,Attività di musei,,
9103,Gestione di luoghi e monumenti storici e attrazioni simili,,
91030,Gestione di luoghi e monumenti storici e attrazioni simili,,
910300,Gestione di luoghi e monumenti storici e attrazioni simili,,
9104,"Attività degli orti botanici, dei giardini zoologici e delle riserve naturali",,
91040,"Attività degli orti botanici, dei giardini zoologici e delle riserve naturali",,
910400,"Attività degli orti botanici, dei giardini zoologici e delle riserve naturali",,
92,"ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO",,
920,"ATTIVITÀ RIGUARDANTI LE LOTTERIE, LE SCOMMESSE, LE CASE DA GIOCO",,
9200,"Attività riguardanti le lotterie, le scommesse, le case da gioco",,
92000,"Attività riguardanti le lotterie, le scommesse, le case da gioco",,
920001,"Ricevitorie del Lotto, SuperEnalotto, Totocalcio eccetera",,
920002,Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o a gettone,,
920009,Altre attività connesse con le lotterie e le scommesse,,
93,"ATTIVITÀ SPORTIVE, DI INTRATTENIMENTO E DI DIVERTIMENTO",,
931,ATTIVITÀ SPORTIVE,,
9311,Gestione di impianti sportivi,,
93111,Gestione di stadi,,
931110,Gestione di stadi,,
93112,Gestione di piscine,,
931120,Gestione di piscine,,
93113,Gestione di impianti sportivi polivalenti,,
931130,Gestione di impianti sportivi polivalenti,,
93119,Gestione di altri impianti sportivi nca,,
931190,Gestione di altri impianti sportivi nca,,
9312,Attività di club sportivi,,
93120,Attività di club sportivi,,
931200,Attività di club sportivi,,
9313,Palestre,,
93130,Gestione di palestre,,
931300,Gestione di palestre,,
9319,Altre attività sportive,,
93191,"Enti e organizzazioni sportive, promozione di eventi sportivi",,
931910,"Enti e organizzazioni sportive, promozione di eventi sportivi",,
93199,Attività sportive nca,,
931991,Ricarica di bombole per attività subacquee,,
931992,Attività delle guide alpine,,
931999,Altre attività sportive nca,,
932,ATTIVITÀ RICREATIVE E DI DIVERTIMENTO,,
9321,Parchi di divertimento e parchi tematici,,
93210,Parchi di divertimento e parchi tematici,,
932100,Parchi di divertimento e parchi tematici,,
9329,Altre attività ricreative e di divertimento,,
93291,"Discoteche, sale da ballo night-club e simili",,
932910,"Discoteche, sale da ballo night-club e simili",,
93292,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",,
932920,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali",,
93293,Sale giochi e biliardi,,
932930,Sale giochi e biliardi,,
93299,Altre attività di intrattenimento e di divertimento nca,,
932990,Altre attività di intrattenimento e di divertimento nca,,
94,ATTIVITÀ DI ORGANIZZAZIONI ASSOCIATIVE,,
941,"ATTIVITÀ DI ORGANIZZAZIONI ECONOMICHE, DI DATORI DI LAVORO E PROFESSIONALI",,
9411,Attività di organizzazioni economiche e di datori di lavoro,,
94110,"Attività di organizzazione di datori di lavoro, federazioni di industria, commercio, artigianato e servizi, associazioni, unioni, federazioni fra istituzioni",,
941100,"Attività di organizzazione di datori di lavoro, federazioni di industria, commercio, artigianato e servizi, associazioni, unioni, federazioni fra istituzioni",,
9412,Attività di organizzazioni associative professionali,,
94121,Attività di federazioni e consigli di ordini e collegi professionali,,
941210,Attività di federazioni e consigli di ordini e collegi professionali,,
94122,Attività di associazioni professionali,,
941220,Attività di associazioni professionali,,
942,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,,
9420,Attività dei sindacati di lavoratori dipendenti,,
94200,Attività dei sindacati di lavoratori dipendenti,,
942000,Attività dei sindacati di lavoratori dipendenti,,
949,ATTIVITÀ DI ALTRE ORGANIZZAZIONI ASSOCIATIVE ,,
9491,Attività delle organizzazioni religiose nell'esercizio del culto,,
94910,Attività delle organizzazioni religiose nell'esercizio del culto,,
949100,Attività delle organizzazioni religiose nell'esercizio del culto,,
9492,Attività dei partiti e delle associazioni politiche,,
94920,Attività dei partiti e delle associazioni politiche,,
949200,Attività dei partiti e delle associazioni politiche,,
9499,Attività di altre organizzazioni associative nca,,
94991,Attività di organizzazioni per la tutela degli interessi e dei diritti dei cittadini,,
949910,Attività di organizzazioni per la tutela degli interessi e dei diritti dei cittadini,,
94992,"Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby",,
949920,"Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione di hobby",,
94993,Attività di organizzazioni patriottiche e associazioni combattentistiche,,
949930,Attività di organizzazioni patriottiche e associazioni combattentistiche,,
94994,Attività di organizzazioni per la cooperazione e la solidarietà internazionale,,
949940,Attività di organizzazioni per la cooperazione e la solidarietà internazionale,,
94995,Attività di organizzazioni per la filantropia,,
949950,Attività di organizzazioni per la filantropia,,
94996,Attività di organizzazioni per la promozione e la difesa degli animali e dell'ambiente,,
949960,Attività di organizzazioni per la promozione e la difesa degli animali e dell'ambiente,,
94999,Attività di altre organizzazioni associative nca,,
949990,Attività di altre organizzazioni associative nca,,
95,RIPARAZIONE DI COMPUTER E DI BENI PER USO PERSONALE E PER LA CASA,,
951,RIPARAZIONE DI COMPUTER E DI APPARECCHIATURE PER LE COMUNICAZIONI,,
9511,Riparazione di computer e periferiche,,
95110,Riparazione e manutenzione di computer e periferiche,,
951100,Riparazione e manutenzione di computer e periferiche,,
9512,Riparazione di apparecchiature per le comunicazioni,,
95120,Riparazione e manutenzione di apparecchiature per le comunicazioni,,
951201,"Riparazione e manutenzione di telefoni fissi, cordless e cellulari",,
951209,Riparazione e manutenzione di altre apparecchiature per le comunicazioni,,
952,RIPARAZIONE DI BENI PER USO PERSONALE E PER LA CASA,,
9521,Riparazione di prodotti elettronici di consumo audio e video,,
95210,Riparazione di prodotti elettronici di consumo audio e video,,
952100,Riparazione di prodotti elettronici di consumo audio e video,,
9522,Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio,,
95220,Riparazione di elettrodomestici e di articoli per la casa e il giardinaggio,,
952201,Riparazione di elettrodomestici e di articoli per la casa,,
952202,Riparazione di articoli per il giardinaggio,,
9523,Riparazione di calzature e articoli da viaggio,,
95230,"Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali simili",,
952300,"Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali simili",,
9524,Riparazione di mobili e di oggetti di arredamento; laboratori di tappezzeria,,
95240,Riparazione di mobili e di oggetti di arredamento; laboratori di tappezzeria,,
952401,Riparazione di mobili e di oggetti di arredamento,,
952402,Laboratori di tappezzeria,,
9525,Riparazione di orologi e di gioielli,,
95250,Riparazione di orologi e di gioielli,,
952500,Riparazione di orologi e di gioielli,,
